Timestamp,ParticipantID,TaskType,Technique,TaskBlock,Trial,CoinName,Event,Duration,
78.48,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,City,
79.06,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Town,
79.26,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Funland,
80.24,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Town,
80.82,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Town,
91.1566,19,ObjectCollection,WIM_Gallery,0,1,,Disable_Interface,,
96.6964,19,ObjectCollection,WIM_Gallery,0,1,,Enable_Interface,,
96.8,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Town,
97.616,19,ObjectCollection,WIM_Gallery,0,1,,Disable_Interface,,
97.9774,19,ObjectCollection,WIM_Gallery,0,1,,Enable_Interface,,
98.08,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Town,
99.1055,19,ObjectCollection,WIM_Gallery,0,1,,Disable_Interface,,
99.8279,19,ObjectCollection,WIM_Gallery,0,1,,Enable_Interface,,
99.88,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Funland,
101.5832,19,ObjectCollection,WIM_Gallery,0,1,,Disable_Interface,,
102.0413,19,ObjectCollection,WIM_Gallery,0,1,,Enable_Interface,,
102.14,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Funland,
102.24,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Funland,
103.0174,19,ObjectCollection,WIM_Gallery,0,1,,Disable_Interface,,
103.489,19,ObjectCollection,WIM_Gallery,0,1,,Enable_Interface,,
103.58,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Funland,
107.7651,19,ObjectCollection,WIM_Gallery,0,1,,Disable_Interface,,
107.9185,19,ObjectCollection,WIM_Gallery,0,1,,Enable_Interface,,
107.92,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Funland,
112.4565,19,ObjectCollection,WIM_Gallery,0,1,,Disable_Interface,,
130.8441,19,ObjectCollection,WIM_Gallery,0,1,,Enable_Interface,,
131.0399,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Town,
131.56,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Funland,
131.92,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Town,
133.5443,19,ObjectCollection,WIM_Gallery,0,1,,Confirm_Transition,World Target (Town),
134.0454,19,ObjectCollection,WIM_Gallery,0,1,,Disable_Interface,,
140.657,19,ObjectCollection,WIM_Gallery,0,1,,Enable_Interface,,
141.3799,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Funland,
141.44,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Snowy,
141.5199,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Castle,
141.8,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Snowy,
141.86,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Funland,
142.1799,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,City,
143.36,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,City,
144,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Funland,
145.2092,19,ObjectCollection,WIM_Gallery,0,1,,Confirm_Transition,World Target (Funland),
145.7106,19,ObjectCollection,WIM_Gallery,0,1,,Disable_Interface,,
159.0467,19,ObjectCollection,WIM_Gallery,0,1,,Enable_Interface,,
159.1799,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Town,
160.9399,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Snowy,
161.0799,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Castle,
161.4999,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Snowy,
162.4599,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Snowy,
163.8199,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Town,
163.8999,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,City,
164.0587,19,ObjectCollection,WIM_Gallery,0,1,,Confirm_Transition,World Target (City),
164.5597,19,ObjectCollection,WIM_Gallery,0,1,,Disable_Interface,,
164.6175,19,ObjectCollection,WIM_Gallery,0,1,,Enable_Interface,,
164.8999,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Town,
169.544,19,ObjectCollection,WIM_Gallery,0,1,,Disable_Interface,,
179.3429,19,ObjectCollection,WIM_Gallery,0,1,,Enable_Interface,,
179.4199,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Funland,
182.8799,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Snowy,
183.5799,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Funland,
183.7199,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Snowy,
183.9999,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Snowy,
184.881,19,ObjectCollection,WIM_Gallery,0,1,,Confirm_Transition,World Target (Snowscape),
185.3842,19,ObjectCollection,WIM_Gallery,0,1,,Disable_Interface,,
212.8056,19,ObjectCollection,WIM_Gallery,0,1,,Enable_Interface,,
213.1799,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Funland,
213.3399,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Town,
213.5999,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Funland,
213.8199,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Castle,
214.5448,19,ObjectCollection,WIM_Gallery,0,1,,Confirm_Transition,World Target (Castle),
215.0465,19,ObjectCollection,WIM_Gallery,0,1,,Disable_Interface,,
215.1575,19,ObjectCollection,WIM_Gallery,0,1,,Enable_Interface,,
223.5999,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Snowy,
223.7599,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Funland,
223.9799,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Town,
224.0599,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Funland,
224.1399,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Town,
224.3999,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,City,
227.4799,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Home,
228.1852,19,ObjectCollection,WIM_Gallery,0,1,,Confirm_Transition,World Target (Home),
228.1999,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,City,
228.6879,19,ObjectCollection,WIM_Gallery,0,1,,Disable_Interface,,
229.1874,19,ObjectCollection,WIM_Gallery,0,1,,Enable_Interface,,
229.2749,19,ObjectCollection,WIM_Gallery,0,1,,Disable_Interface,,
229.6184,19,ObjectCollection,WIM_Gallery,0,1,,Enable_Interface,,
229.7047,19,ObjectCollection,WIM_Gallery,0,1,,Disable_Interface,,
247.408,19,ObjectCollection,WIM_Gallery,0,1,goldCoin_snowy_grab_3,SpawnedCoin,0,
251.683,19,ObjectCollection,WIM_Gallery,0,1,,Enable_Interface,,
251.8799,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Town,
252.2199,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Funland,
252.5199,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Town,
252.6599,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,City,
252.9599,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Town,
253.0599,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Funland,
253.1999,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Snowy,
253.6999,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Castle,
253.9999,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Snowy,
255.6372,19,ObjectCollection,WIM_Gallery,0,1,,Confirm_Transition,World Target (Snowscape),
256.1388,19,ObjectCollection,WIM_Gallery,0,1,,Disable_Interface,,
263.3999,19,ObjectCollection,WIM_Gallery,0,1,goldCoin_snowy_grab_3,GrabbedCoin,15.99,
263.4032,19,ObjectCollection,WIM_Gallery,0,1,,Enable_Interface,,
263.9057,19,ObjectCollection,WIM_Gallery,0,1,,Disable_Interface,,
266.6336,19,ObjectCollection,WIM_Gallery,0,1,,Enable_Interface,,
267.0999,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Town,
267.2199,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,City,
267.3599,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Home,
268.2635,19,ObjectCollection,WIM_Gallery,0,1,,Confirm_Transition,World Target (Home),
268.7648,19,ObjectCollection,WIM_Gallery,0,1,,Disable_Interface,,
268.9724,19,ObjectCollection,WIM_Gallery,0,1,,Enable_Interface,,
272.4104,19,ObjectCollection,WIM_Gallery,0,1,goldCoin_snowy_grab_3,DepositedInChest,9.01,
272.4104,19,ObjectCollection,WIM_Gallery,0,2,goldCoin_city_grab,SpawnedCoin,0,
272.4104,19,ObjectCollection,WIM_Gallery,0,2,,Disable_Interface,,
274.1931,19,ObjectCollection,WIM_Gallery,0,2,,Enable_Interface,,
274.2399,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,Funland,
274.4799,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,Town,
274.6399,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,City,
274.8799,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,Town,
275.1399,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,Funland,
276.2393,19,ObjectCollection,WIM_Gallery,0,2,,Confirm_Transition,World Target (Funland),
276.7407,19,ObjectCollection,WIM_Gallery,0,2,,Disable_Interface,,
278.9112,19,ObjectCollection,WIM_Gallery,0,2,,Enable_Interface,,
278.9999,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,Town,
279.4799,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,Snowy,
279.5599,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,Castle,
280.2619,19,ObjectCollection,WIM_Gallery,0,2,,Confirm_Transition,World Target (Castle),
280.7628,19,ObjectCollection,WIM_Gallery,0,2,,Disable_Interface,,
282.4616,19,ObjectCollection,WIM_Gallery,0,2,,Enable_Interface,,
282.5199,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,Funland,
282.6199,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,Funland,
283.1599,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,Town,
283.2999,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,Town,
283.5799,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,Funland,
283.6799,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,Snowy,
284.0199,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,Funland,
284.0999,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,Town,
288.3599,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,Funland,
288.4199,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,Snowy,
288.9399,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,Funland,
289.3999,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,Town,
290.1199,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,City,
290.8999,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,Home,
291.1599,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,City,
294.8642,19,ObjectCollection,WIM_Gallery,0,2,,Confirm_Transition,World Target (City),
295.3648,19,ObjectCollection,WIM_Gallery,0,2,,Disable_Interface,,
299.5999,19,ObjectCollection,WIM_Gallery,0,2,goldCoin_city_grab,GrabbedCoin,27.19,
299.6104,19,ObjectCollection,WIM_Gallery,0,2,,Enable_Interface,,
299.7799,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,Town,
301.7599,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,Home,
303.1324,19,ObjectCollection,WIM_Gallery,0,2,,Confirm_Transition,World Target (Home),
303.6337,19,ObjectCollection,WIM_Gallery,0,2,,Disable_Interface,,
304.3425,19,ObjectCollection,WIM_Gallery,0,2,,Enable_Interface,,
304.3799,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,Town,
307.0292,19,ObjectCollection,WIM_Gallery,0,2,goldCoin_city_grab,DepositedInChest,7.43,
307.0292,19,ObjectCollection,WIM_Gallery,0,3,goldCoin_medieval_grab,SpawnedCoin,0,
307.0292,19,ObjectCollection,WIM_Gallery,0,3,,Disable_Interface,,
307.9907,19,ObjectCollection,WIM_Gallery,0,3,,Enable_Interface,,
308.0799,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Funland,
308.5199,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Town,
308.6599,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,City,
309.8799,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Town,
310.4199,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Funland,
311.5399,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Town,
311.6599,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Funland,
312.3199,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Town,
312.9598,19,ObjectCollection,WIM_Gallery,0,3,,Confirm_Transition,World Target (Town),
313.4616,19,ObjectCollection,WIM_Gallery,0,3,,Disable_Interface,,
316.3399,19,ObjectCollection,WIM_Gallery,0,3,goldCoin_medieval_grab,GrabbedCoin,9.31,
316.3417,19,ObjectCollection,WIM_Gallery,0,3,,Enable_Interface,,
316.6341,19,ObjectCollection,WIM_Gallery,0,3,,Disable_Interface,,
316.9819,19,ObjectCollection,WIM_Gallery,0,3,,Enable_Interface,,
317.0399,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Funland,
318.1999,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,City,
319.1199,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,City,
319.9799,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Home,
320.5879,19,ObjectCollection,WIM_Gallery,0,3,,Confirm_Transition,World Target (Home),
321.0887,19,ObjectCollection,WIM_Gallery,0,3,,Disable_Interface,,
321.2974,19,ObjectCollection,WIM_Gallery,0,3,,Enable_Interface,,
322.1057,19,ObjectCollection,WIM_Gallery,0,3,,Disable_Interface,,
322.3416,19,ObjectCollection,WIM_Gallery,0,3,,Enable_Interface,,
322.5999,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Funland,
322.7042,19,ObjectCollection,WIM_Gallery,0,3,,Confirm_Transition,World Target (Funland),
323.2053,19,ObjectCollection,WIM_Gallery,0,3,,Disable_Interface,,
324.4721,19,ObjectCollection,WIM_Gallery,0,3,,Enable_Interface,,
324.5399,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Town,
324.7231,19,ObjectCollection,WIM_Gallery,0,3,,Disable_Interface,,
324.75,19,ObjectCollection,WIM_Gallery,0,3,,Enable_Interface,,
324.7999,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Town,
324.9999,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,City,
325.8352,19,ObjectCollection,WIM_Gallery,0,3,,Disable_Interface,,
326.7405,19,ObjectCollection,WIM_Gallery,0,3,,Enable_Interface,,
327.5999,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Town,
327.8199,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,City,
328.0799,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,City,
329.2799,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Home,
330.0254,19,ObjectCollection,WIM_Gallery,0,3,,Confirm_Transition,World Target (Home),
330.5261,19,ObjectCollection,WIM_Gallery,0,3,,Disable_Interface,,
331.9877,19,ObjectCollection,WIM_Gallery,0,3,,Enable_Interface,,
332.0199,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Town,
332.1199,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,City,
334.9534,19,ObjectCollection,WIM_Gallery,0,3,,Disable_Interface,,
335.0068,19,ObjectCollection,WIM_Gallery,0,3,,Enable_Interface,,
335.8199,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,City,
336.2799,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,City,
336.5999,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,City,
336.7399,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Town,
337.0599,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,City,
337.9199,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Town,
338.3399,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Funland,
338.8199,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Town,
338.8999,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,City,
339.4799,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,City,
339.6199,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Town,
340.0199,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,City,
340.6199,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Town,
341.5646,19,ObjectCollection,WIM_Gallery,0,3,,Confirm_Transition,World Target (Town),
342.0665,19,ObjectCollection,WIM_Gallery,0,3,,Disable_Interface,,
346.9522,19,ObjectCollection,WIM_Gallery,0,3,,Enable_Interface,,
346.9999,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Funland,
347.1199,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Snowy,
347.1799,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Castle,
349.6961,19,ObjectCollection,WIM_Gallery,0,3,,Confirm_Transition,World Target (Castle),
350.1842,19,ObjectCollection,WIM_Gallery,0,3,,Disable_Interface,,
352.2852,19,ObjectCollection,WIM_Gallery,0,3,,Enable_Interface,,
352.4999,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Funland,
352.8799,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Town,
354.3167,19,ObjectCollection,WIM_Gallery,0,3,,Confirm_Transition,World Target (Town),
354.8187,19,ObjectCollection,WIM_Gallery,0,3,,Disable_Interface,,
354.8465,19,ObjectCollection,WIM_Gallery,0,3,,Enable_Interface,,
357.4496,19,ObjectCollection,WIM_Gallery,0,3,,Disable_Interface,,
366.3671,19,ObjectCollection,WIM_Gallery,0,3,,Enable_Interface,,
366.5199,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Funland,
368.1924,19,ObjectCollection,WIM_Gallery,0,3,,Disable_Interface,,
389.3795,19,ObjectCollection,WIM_Gallery,0,3,,Enable_Interface,,
389.7999,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,City,
390.5599,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Home,
392.7487,19,ObjectCollection,WIM_Gallery,0,3,,Disable_Interface,,
393.5006,19,ObjectCollection,WIM_Gallery,0,3,,Enable_Interface,,
395.1993,19,ObjectCollection,WIM_Gallery,0,3,,Disable_Interface,,
395.3943,19,ObjectCollection,WIM_Gallery,0,3,,Enable_Interface,,
395.4398,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Funland,
399.0799,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Funland,
400.4599,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,City,
400.6399,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Home,
403.6905,19,ObjectCollection,WIM_Gallery,0,3,,Confirm_Transition,World Target (Home),
404.191,19,ObjectCollection,WIM_Gallery,0,3,,Disable_Interface,,
407.1068,19,ObjectCollection,WIM_Gallery,0,3,goldCoin_medieval_grab,DepositedInChest,90.77,
407.1068,19,ObjectCollection,WIM_Gallery,0,4,goldCoin_city_grab_2,SpawnedCoin,0,
409.5224,19,ObjectCollection,WIM_Gallery,0,4,,Enable_Interface,,
409.6399,19,ObjectCollection,WIM_Gallery,0,4,,SelectedMenuItem,Town,
410.4599,19,ObjectCollection,WIM_Gallery,0,4,,SelectedMenuItem,Funland,
411.4998,19,ObjectCollection,WIM_Gallery,0,4,,SelectedMenuItem,Snowy,
411.5999,19,ObjectCollection,WIM_Gallery,0,4,,SelectedMenuItem,Castle,
412.3799,19,ObjectCollection,WIM_Gallery,0,4,,SelectedMenuItem,Snowy,
412.4398,19,ObjectCollection,WIM_Gallery,0,4,,SelectedMenuItem,Funland,
412.4998,19,ObjectCollection,WIM_Gallery,0,4,,SelectedMenuItem,Town,
413.1599,19,ObjectCollection,WIM_Gallery,0,4,,SelectedMenuItem,City,
413.6198,19,ObjectCollection,WIM_Gallery,0,4,,SelectedMenuItem,City,
414.4802,19,ObjectCollection,WIM_Gallery,0,4,,Confirm_Transition,World Target (City),
414.9805,19,ObjectCollection,WIM_Gallery,0,4,,Disable_Interface,,
417.7198,19,ObjectCollection,WIM_Gallery,0,4,goldCoin_city_grab_2,GrabbedCoin,10.61,
419.3795,19,ObjectCollection,WIM_Gallery,0,4,,Enable_Interface,,
419.6599,19,ObjectCollection,WIM_Gallery,0,4,,SelectedMenuItem,Town,
419.8799,19,ObjectCollection,WIM_Gallery,0,4,,SelectedMenuItem,Town,
420.1198,19,ObjectCollection,WIM_Gallery,0,4,,SelectedMenuItem,Home,
420.8115,19,ObjectCollection,WIM_Gallery,0,4,,Confirm_Transition,World Target (Home),
421.3143,19,ObjectCollection,WIM_Gallery,0,4,,Disable_Interface,,
423.3588,19,ObjectCollection,WIM_Gallery,0,4,goldCoin_city_grab_2,DepositedInChest,5.64,
423.3588,19,ObjectCollection,WIM_Gallery,0,5,goldCoin_funland_grab_2,SpawnedCoin,0,
423.6937,19,ObjectCollection,WIM_Gallery,0,5,,Enable_Interface,,
423.8472,19,ObjectCollection,WIM_Gallery,0,5,,Disable_Interface,,
424.8631,19,ObjectCollection,WIM_Gallery,0,5,,Enable_Interface,,
424.9199,19,ObjectCollection,WIM_Gallery,0,5,,SelectedMenuItem,Town,
425.4199,19,ObjectCollection,WIM_Gallery,0,5,,SelectedMenuItem,Funland,
425.5999,19,ObjectCollection,WIM_Gallery,0,5,,SelectedMenuItem,Town,
426.6599,19,ObjectCollection,WIM_Gallery,0,5,,SelectedMenuItem,City,
428.1999,19,ObjectCollection,WIM_Gallery,0,5,,SelectedMenuItem,City,
428.9998,19,ObjectCollection,WIM_Gallery,0,5,,SelectedMenuItem,Town,
430.2198,19,ObjectCollection,WIM_Gallery,0,5,,SelectedMenuItem,Funland,
431.6599,19,ObjectCollection,WIM_Gallery,0,5,,SelectedMenuItem,Funland,
431.9799,19,ObjectCollection,WIM_Gallery,0,5,,SelectedMenuItem,Funland,
432.7566,19,ObjectCollection,WIM_Gallery,0,5,,Confirm_Transition,World Target (Funland),
433.2575,19,ObjectCollection,WIM_Gallery,0,5,,Disable_Interface,,
