Index,Timestamp,ParticipantID,TaskType,Technique,TaskBlock,Trial,CoinName,Event,Duration,Unnamed: 9
117,223.5999,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Snowy,
118,223.7599,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Funland,
119,223.9799,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Town,
120,224.0599,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Funland,
121,224.1399,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Town,
122,224.3999,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,City,
123,227.4799,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Home,
124,228.1852,19,ObjectCollection,WIM_Gallery,0,1,,Confirm_Transition,World Target (Home),
125,228.1999,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,City,
126,228.6879,19,ObjectCollection,WIM_Gallery,0,1,,Disable_Interface,,
127,229.1874,19,ObjectCollection,WIM_Gallery,0,1,,Enable_Interface,,
128,229.2749,19,ObjectCollection,WIM_Gallery,0,1,,Disable_Interface,,
129,229.6184,19,ObjectCollection,WIM_Gallery,0,1,,Enable_Interface,,
130,229.7047,19,ObjectCollection,WIM_Gallery,0,1,,Disable_Interface,,
131,247.408,19,ObjectCollection,WIM_Gallery,0,1,goldCoin_snowy_grab_3,SpawnedCoin,0,
132,251.683,19,ObjectCollection,WIM_Gallery,0,1,,Enable_Interface,,
133,251.8799,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Town,
134,252.2199,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Funland,
135,252.5199,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Town,
136,252.6599,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,City,
137,252.9599,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Town,
138,253.0599,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Funland,
139,253.1999,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Snowy,
140,253.6999,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Castle,
141,253.9999,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Snowy,
142,255.6372,19,ObjectCollection,WIM_Gallery,0,1,,Confirm_Transition,World Target (Snowscape),
143,256.1388,19,ObjectCollection,WIM_Gallery,0,1,,Disable_Interface,,
144,263.3999,19,ObjectCollection,WIM_Gallery,0,1,goldCoin_snowy_grab_3,GrabbedCoin,15.99,
145,263.4032,19,ObjectCollection,WIM_Gallery,0,1,,Enable_Interface,,
146,263.9057,19,ObjectCollection,WIM_Gallery,0,1,,Disable_Interface,,
147,266.6336,19,ObjectCollection,WIM_Gallery,0,1,,Enable_Interface,,
148,267.0999,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Town,
149,267.2199,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,City,
150,267.3599,19,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Home,
151,268.2635,19,ObjectCollection,WIM_Gallery,0,1,,Confirm_Transition,World Target (Home),
152,268.7648,19,ObjectCollection,WIM_Gallery,0,1,,Disable_Interface,,
153,268.9724,19,ObjectCollection,WIM_Gallery,0,1,,Enable_Interface,,
154,272.4104,19,ObjectCollection,WIM_Gallery,0,1,goldCoin_snowy_grab_3,DepositedInChest,9.01,
155,272.4104,19,ObjectCollection,WIM_Gallery,0,2,goldCoin_city_grab,SpawnedCoin,0,
156,272.4104,19,ObjectCollection,WIM_Gallery,0,2,,Disable_Interface,,
157,274.1931,19,ObjectCollection,WIM_Gallery,0,2,,Enable_Interface,,
158,274.2399,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,Funland,
159,274.4799,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,Town,
160,274.6399,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,City,
161,274.8799,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,Town,
162,275.1399,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,Funland,
163,276.2393,19,ObjectCollection,WIM_Gallery,0,2,,Confirm_Transition,World Target (Funland),
164,276.7407,19,ObjectCollection,WIM_Gallery,0,2,,Disable_Interface,,
165,278.9112,19,ObjectCollection,WIM_Gallery,0,2,,Enable_Interface,,
166,278.9999,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,Town,
167,279.4799,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,Snowy,
168,279.5599,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,Castle,
169,280.2619,19,ObjectCollection,WIM_Gallery,0,2,,Confirm_Transition,World Target (Castle),
170,280.7628,19,ObjectCollection,WIM_Gallery,0,2,,Disable_Interface,,
171,282.4616,19,ObjectCollection,WIM_Gallery,0,2,,Enable_Interface,,
172,282.5199,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,Funland,
173,282.6199,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,Funland,
174,283.1599,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,Town,
175,283.2999,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,Town,
176,283.5799,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,Funland,
177,283.6799,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,Snowy,
178,284.0199,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,Funland,
179,284.0999,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,Town,
180,288.3599,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,Funland,
181,288.4199,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,Snowy,
182,288.9399,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,Funland,
183,289.3999,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,Town,
184,290.1199,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,City,
185,290.8999,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,Home,
186,291.1599,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,City,
187,294.8642,19,ObjectCollection,WIM_Gallery,0,2,,Confirm_Transition,World Target (City),
188,295.3648,19,ObjectCollection,WIM_Gallery,0,2,,Disable_Interface,,
189,299.5999,19,ObjectCollection,WIM_Gallery,0,2,goldCoin_city_grab,GrabbedCoin,27.19,
190,299.6104,19,ObjectCollection,WIM_Gallery,0,2,,Enable_Interface,,
191,299.7799,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,Town,
192,301.7599,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,Home,
193,303.1324,19,ObjectCollection,WIM_Gallery,0,2,,Confirm_Transition,World Target (Home),
194,303.6337,19,ObjectCollection,WIM_Gallery,0,2,,Disable_Interface,,
195,304.3425,19,ObjectCollection,WIM_Gallery,0,2,,Enable_Interface,,
196,304.3799,19,ObjectCollection,WIM_Gallery,0,2,,SelectedMenuItem,Town,
197,307.0292,19,ObjectCollection,WIM_Gallery,0,2,goldCoin_city_grab,DepositedInChest,7.43,
198,307.0292,19,ObjectCollection,WIM_Gallery,0,3,goldCoin_medieval_grab,SpawnedCoin,0,
199,307.0292,19,ObjectCollection,WIM_Gallery,0,3,,Disable_Interface,,
200,307.9907,19,ObjectCollection,WIM_Gallery,0,3,,Enable_Interface,,
201,308.0799,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Funland,
202,308.5199,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Town,
203,308.6599,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,City,
204,309.8799,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Town,
205,310.4199,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Funland,
206,311.5399,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Town,
207,311.6599,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Funland,
208,312.3199,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Town,
209,312.9598,19,ObjectCollection,WIM_Gallery,0,3,,Confirm_Transition,World Target (Town),
210,313.4616,19,ObjectCollection,WIM_Gallery,0,3,,Disable_Interface,,
211,316.3399,19,ObjectCollection,WIM_Gallery,0,3,goldCoin_medieval_grab,GrabbedCoin,9.31,
212,316.3417,19,ObjectCollection,WIM_Gallery,0,3,,Enable_Interface,,
213,316.6341,19,ObjectCollection,WIM_Gallery,0,3,,Disable_Interface,,
214,316.9819,19,ObjectCollection,WIM_Gallery,0,3,,Enable_Interface,,
215,317.0399,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Funland,
216,318.1999,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,City,
217,319.1199,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,City,
218,319.9799,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Home,
219,320.5879,19,ObjectCollection,WIM_Gallery,0,3,,Confirm_Transition,World Target (Home),
220,321.0887,19,ObjectCollection,WIM_Gallery,0,3,,Disable_Interface,,
221,321.2974,19,ObjectCollection,WIM_Gallery,0,3,,Enable_Interface,,
222,322.1057,19,ObjectCollection,WIM_Gallery,0,3,,Disable_Interface,,
223,322.3416,19,ObjectCollection,WIM_Gallery,0,3,,Enable_Interface,,
224,322.5999,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Funland,
225,322.7042,19,ObjectCollection,WIM_Gallery,0,3,,Confirm_Transition,World Target (Funland),
226,323.2053,19,ObjectCollection,WIM_Gallery,0,3,,Disable_Interface,,
227,324.4721,19,ObjectCollection,WIM_Gallery,0,3,,Enable_Interface,,
228,324.5399,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Town,
229,324.7231,19,ObjectCollection,WIM_Gallery,0,3,,Disable_Interface,,
230,324.75,19,ObjectCollection,WIM_Gallery,0,3,,Enable_Interface,,
231,324.7999,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Town,
232,324.9999,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,City,
233,325.8352,19,ObjectCollection,WIM_Gallery,0,3,,Disable_Interface,,
234,326.7405,19,ObjectCollection,WIM_Gallery,0,3,,Enable_Interface,,
235,327.5999,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Town,
236,327.8199,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,City,
237,328.0799,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,City,
238,329.2799,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Home,
239,330.0254,19,ObjectCollection,WIM_Gallery,0,3,,Confirm_Transition,World Target (Home),
240,330.5261,19,ObjectCollection,WIM_Gallery,0,3,,Disable_Interface,,
241,331.9877,19,ObjectCollection,WIM_Gallery,0,3,,Enable_Interface,,
242,332.0199,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Town,
243,332.1199,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,City,
244,334.9534,19,ObjectCollection,WIM_Gallery,0,3,,Disable_Interface,,
245,335.0068,19,ObjectCollection,WIM_Gallery,0,3,,Enable_Interface,,
246,335.8199,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,City,
247,336.2799,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,City,
248,336.5999,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,City,
249,336.7399,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Town,
250,337.0599,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,City,
251,337.9199,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Town,
252,338.3399,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Funland,
253,338.8199,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Town,
254,338.8999,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,City,
255,339.4799,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,City,
256,339.6199,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Town,
257,340.0199,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,City,
258,340.6199,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Town,
259,341.5646,19,ObjectCollection,WIM_Gallery,0,3,,Confirm_Transition,World Target (Town),
260,342.0665,19,ObjectCollection,WIM_Gallery,0,3,,Disable_Interface,,
261,346.9522,19,ObjectCollection,WIM_Gallery,0,3,,Enable_Interface,,
262,346.9999,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Funland,
263,347.1199,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Snowy,
264,347.1799,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Castle,
265,349.6961,19,ObjectCollection,WIM_Gallery,0,3,,Confirm_Transition,World Target (Castle),
266,350.1842,19,ObjectCollection,WIM_Gallery,0,3,,Disable_Interface,,
267,352.2852,19,ObjectCollection,WIM_Gallery,0,3,,Enable_Interface,,
268,352.4999,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Funland,
269,352.8799,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Town,
270,354.3167,19,ObjectCollection,WIM_Gallery,0,3,,Confirm_Transition,World Target (Town),
271,354.8187,19,ObjectCollection,WIM_Gallery,0,3,,Disable_Interface,,
272,354.8465,19,ObjectCollection,WIM_Gallery,0,3,,Enable_Interface,,
273,357.4496,19,ObjectCollection,WIM_Gallery,0,3,,Disable_Interface,,
274,366.3671,19,ObjectCollection,WIM_Gallery,0,3,,Enable_Interface,,
275,366.5199,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Funland,
276,368.1924,19,ObjectCollection,WIM_Gallery,0,3,,Disable_Interface,,
277,389.3795,19,ObjectCollection,WIM_Gallery,0,3,,Enable_Interface,,
278,389.7999,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,City,
279,390.5599,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Home,
280,392.7487,19,ObjectCollection,WIM_Gallery,0,3,,Disable_Interface,,
281,393.5006,19,ObjectCollection,WIM_Gallery,0,3,,Enable_Interface,,
282,395.1993,19,ObjectCollection,WIM_Gallery,0,3,,Disable_Interface,,
283,395.3943,19,ObjectCollection,WIM_Gallery,0,3,,Enable_Interface,,
284,395.4398,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Funland,
285,399.0799,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Funland,
286,400.4599,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,City,
287,400.6399,19,ObjectCollection,WIM_Gallery,0,3,,SelectedMenuItem,Home,
288,403.6905,19,ObjectCollection,WIM_Gallery,0,3,,Confirm_Transition,World Target (Home),
289,404.191,19,ObjectCollection,WIM_Gallery,0,3,,Disable_Interface,,
290,407.1068,19,ObjectCollection,WIM_Gallery,0,3,goldCoin_medieval_grab,DepositedInChest,90.77,
291,407.1068,19,ObjectCollection,WIM_Gallery,0,4,goldCoin_city_grab_2,SpawnedCoin,0,
292,409.5224,19,ObjectCollection,WIM_Gallery,0,4,,Enable_Interface,,
293,409.6399,19,ObjectCollection,WIM_Gallery,0,4,,SelectedMenuItem,Town,
294,410.4599,19,ObjectCollection,WIM_Gallery,0,4,,SelectedMenuItem,Funland,
295,411.4998,19,ObjectCollection,WIM_Gallery,0,4,,SelectedMenuItem,Snowy,
296,411.5999,19,ObjectCollection,WIM_Gallery,0,4,,SelectedMenuItem,Castle,
297,412.3799,19,ObjectCollection,WIM_Gallery,0,4,,SelectedMenuItem,Snowy,
298,412.4398,19,ObjectCollection,WIM_Gallery,0,4,,SelectedMenuItem,Funland,
299,412.4998,19,ObjectCollection,WIM_Gallery,0,4,,SelectedMenuItem,Town,
300,413.1599,19,ObjectCollection,WIM_Gallery,0,4,,SelectedMenuItem,City,
301,413.6198,19,ObjectCollection,WIM_Gallery,0,4,,SelectedMenuItem,City,
302,414.4802,19,ObjectCollection,WIM_Gallery,0,4,,Confirm_Transition,World Target (City),
303,414.9805,19,ObjectCollection,WIM_Gallery,0,4,,Disable_Interface,,
304,417.7198,19,ObjectCollection,WIM_Gallery,0,4,goldCoin_city_grab_2,GrabbedCoin,10.61,
305,419.3795,19,ObjectCollection,WIM_Gallery,0,4,,Enable_Interface,,
306,419.6599,19,ObjectCollection,WIM_Gallery,0,4,,SelectedMenuItem,Town,
307,419.8799,19,ObjectCollection,WIM_Gallery,0,4,,SelectedMenuItem,Town,
308,420.1198,19,ObjectCollection,WIM_Gallery,0,4,,SelectedMenuItem,Home,
309,420.8115,19,ObjectCollection,WIM_Gallery,0,4,,Confirm_Transition,World Target (Home),
310,421.3143,19,ObjectCollection,WIM_Gallery,0,4,,Disable_Interface,,
311,423.3588,19,ObjectCollection,WIM_Gallery,0,4,goldCoin_city_grab_2,DepositedInChest,5.64,
